	ABT	AG	AHR	AKMK	AKMW	AKNK	AKOK	AKR	AKWG	AKWH	AKWK	ANI	AR	ARM	ART	ASH	AU	AW	AWD	AWN	BAL	BC	BOG	BOR	BR	BSH	CB	CBWK	CH	CL	CMD	CS	D	DC	DCB	DCP	DRY	DUD	EAL	EL	EM	ESK	EU	FRK	GLN	HAL	HAN	HBMAK	HBMAN	HBMNR	HBPOR	HER	HKH	HOK	HOR	HRMAN	HRMW	HRN	HRWG	HT	HTM	HUT	HW	IRC	JLB	JLH	JLW	K	KAR	KAU	KH	KKP	KN	KOW	KP	KRK	KT	KTN	KWH	LG	LU	LV	LYL	M	MA	MB	MD	MGK	MGP	MH	MKD	MKM	MKU	ML	MNK	MNR	MNT	MO	MPT	MRP	MSB	MTK	MTR	MTU	MU	MUG	MWB	MWF	MWP	MWW	NKU	O	OAG	OAK	OAL	OAM	OB	OHP	OMR	OMW	OP	OPH	OPU	OR	ORO	OT	OTH	OTN	OTR	PAH	PAW	PB	PCK	PGH	PH	PHE	PHN	PHP	PIR	PKW	PP	PRN	PRS	PU	PUH	QLB	RED	RES	RG	RH	RHP	RMW	RUA	SEL	SH	SKL	SP	SPR	SR	STX	SY	TAS	TH	TIR	TIW	TK	TKP	TKT	TNK	TP	TR	TRB	TRC	TRK	TRN	TRP	TRU	TS	TSH	TSRM	TUK	VU	WAI	WB	WC	WGMAN	WGPOR	WGR	WGWG	WHB	WKK	WKMTA	WKN	WKNK	WKOKU	WKR	WKWK	WMR	WMU	WN	WP	WPR	WS	WTT
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0.0002	0	0	0	0.000133333	0	6.66667E-05	0	0	0.000133333	0.0002	0	0	6.66667E-05	0.000133333	0	0	0	0	0	0	6.66667E-05	6.66667E-05	0	6.66667E-05	0	6.66667E-05	6.66667E-05	0	0	0	6.66667E-05	6.66667E-05	0.000133333	0	0	0	0	0	0	0.000133333	0	0.0002	6.66667E-05	0	0	0.000266667	0	0.000133333	0	0	0	0.000266667	0	0.000333333	0	0.000133333	0.000133333	0.000266667	6.66667E-05	0.000266667	0.000133333	0.000466667	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	6.66667E-05	0	0	0.000133333	0.0006	0	0	0	0	6.66667E-05	0.000133333	0.002266667	0.000133333	0	0	0	6.66667E-05	0	0.000333333	0	0	0	0	6.66667E-05	0	6.66667E-05	6.66667E-05	0	6.66667E-05	0	0	0.000266667	0.0002	0.0002	0	0	6.66667E-05	0	0	0	0	0	0	0	0.0002	0	0.000133333	0	0.000133333	0.000133333	0	0	0	0.000133333	0	0.002466667	0	0.000266667	0	0	6.66667E-05	6.66667E-05	6.66667E-05	0.0002	6.66667E-05	0	0	0.000133333	0	0	0	0	0	0	6.66667E-05	0	0.0002	0.000266667	0.0002	0	0	0	0.0002	0	0	0	6.66667E-05	0.0002	0	0	0	0.000266667	0	0	0	0.000266667	0	0	0	6.66667E-05	6.66667E-05	0.000133333	6.66667E-05	0.000133333	0.000533333	6.66667E-05	0	0	6.66667E-05	0.000133333	0.001066667	0	0.000133333	0.000266667	6.66667E-05	0.000266667	0	0	0.0002	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0	0	0.000133333	0.000133333	6.66667E-05	0.0004	0.000733333	0	0.0004	0	0	0	0.000266667	6.66667E-05	0.005333333	0	0.000533333	0	0.0002	6.66667E-05	0	0.0002	0	0.000133333	6.66667E-05	0	0	0	0	0	0	0.000533333	0.000666667	0.0012	0.000133333	0.0022	0	0	0	0.001133333	0.000333333	0	0.000333333	0	0	0	0	0	0.0002	0.000133333	0	0.0004	0.000533333	6.66667E-05	6.66667E-05	0	0	6.66667E-05	0	0	0.000133333	6.66667E-05	0.0004	0	0	6.66667E-05	0.000333333	0.000333333	0.0008	0	0	0.000333333	0.000266667	0	6.66667E-05	6.66667E-05	0.0004	0	0	0.0002	0.0002	0.0004	0.000533333	0	0.000733333	0.000266667	0	0	0.000333333	0.000266667	0	0	0	6.66667E-05	0	6.66667E-05	0.000133333	0	0	0	6.66667E-05	0.0002	0.0002	0	0.000133333	0	6.66667E-05	6.66667E-05	0	0.000266667	0.0006	0	0	0.000466667	0	0	0.001733333	0	0	0	0.000133333	0	0	0.001066667	6.66667E-05	6.66667E-05	0.000133333	0.001	0.0004	0	0	6.66667E-05	0.000333333	6.66667E-05	0.0004	0.000333333	0.000533333	0	0.000266667	0.000466667	6.66667E-05	0	0	6.66667E-05	0.000133333	0.000133333	0	6.66667E-05	0	0.000333333	0.0002	0	6.66667E-05	0	0.0006	0	0.000133333	0	0	0	0.000466667	0.000133333	0	0	0	0	6.66667E-05	0	0	0.000133333	0	0.001066667	6.66667E-05	0.000266667	0.000533333	6.66667E-05	0.000133333	0	0	0.000133333	6.66667E-05	0.000733333	6.66667E-05	0.000333333	6.66667E-05	0.0004	6.66667E-05	6.66667E-05	0	0.000133333	0.000866667	0.000466667	0.0004	0	0.001266667	0.001	6.66667E-05	0.000133333	6.66667E-05	6.66667E-05	0	0	0.0002	0.000533333
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Symbiobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0	0	0	0.000333333	0	0.000133333	0.000866667	6.66667E-05	0.000333333	0.0002	0	0.000333333	0.0002	0	0.002666667	0	0.000733333	0.0002	0.0008	6.66667E-05	0	0.000133333	0	0.0002	0.000333333	0	0.000866667	0	0.0002	0	0	0.000133333	0.0006	0.0014	6.66667E-05	0.000933333	0	0	0	0.001733333	0.0008	0	0.0004	0	0	0	6.66667E-05	0	0.000533333	0.000133333	0	0	0.0002	6.66667E-05	0.0002	0	0	0.000133333	0	0	0	0	0.001	0	0.0002	0.000133333	6.66667E-05	0	0.0002	6.66667E-05	0	0.000133333	0.000266667	0	0	6.66667E-05	0.001333333	0	6.66667E-05	0.0002	0	0.000866667	0	6.66667E-05	0.0004	0	0	6.66667E-05	0	0.000133333	0.0002	0	6.66667E-05	6.66667E-05	0.0004	0.001	0	0	0.000533333	0.000133333	6.66667E-05	0.0006	0.000133333	0	0.000333333	0	0	0.000133333	0	0	0.000466667	0	0.000133333	0.000666667	6.66667E-05	0.000533333	0.000266667	6.66667E-05	0	0.000333333	0.000266667	0	0	0.000333333	0.000133333	6.66667E-05	6.66667E-05	0.023133333	0.001	0	0.000133333	6.66667E-05	0.0002	0.000466667	0.0002	6.66667E-05	0.000666667	0	0	0	0.0002	6.66667E-05	0	0	0.000266667	6.66667E-05	6.66667E-05	0.000133333	0	0.000266667	0.000666667	0	0.0004	0	0.000266667	6.66667E-05	0.000133333	0	0	0	6.66667E-05	6.66667E-05	0	0	6.66667E-05	0	6.66667E-05	0.0004	0	0	6.66667E-05	0.000666667	0.0002	0.000133333	0.0002	0.0002	0	0	0.000133333	0.001	6.66667E-05	0.001733333	0.000133333	0.000133333	0	6.66667E-05	0.000133333	0.0002	0	0.000133333	6.66667E-05	0.000133333	6.66667E-05	0	0.000333333	0.0002	0.001733333	0	0	6.66667E-05	0.000133333	0	0.000266667	0.001333333
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	0	0	0	0	0	0.000266667	6.66667E-05	0	0.0002	0	0	0	0	6.66667E-05	0.0002	0	0	0	0	0	0	0	0	0	0.000266667	0	0.0016	0	0	0	0	0	0.003	6.66667E-05	0	0.0002	0	0	0	0.000333333	0.0008	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0.000133333	0	0	6.66667E-05	0	0.000666667	0	0	6.66667E-05	0	0	0	6.66667E-05	0.000133333	0	0	0	0	0.000333333	0	0	0	0	0	0.000333333	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0.002133333	0	0	0	0	0	0.000133333	0	0.0002	0	0	0	0	6.66667E-05	0	0	0.004666667	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0.000133333	0	0.0002	0	6.66667E-05	0	0	0	0	0	0	0	0.0002	0	0.000333333	0	0	0.000866667	0	0	0	0	0	6.66667E-05	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0	0	0	0	0	0	0.000666667	0	6.66667E-05	0	0	0	0	0	0.001866667	0	6.66667E-05	0	0.000133333	0	6.66667E-05	0	0.000133333	0	0	0	6.66667E-05	6.66667E-05	0.000133333	0	0	0	0.000466667	0.001266667	0.0002	0.000133333	0	6.66667E-05	0	0.000466667	0.000466667	0	0	0	0	0	0	0	0.000266667	6.66667E-05	0	0	6.66667E-05	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0.000266667	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0.0002	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0.000333333	0.000133333	6.66667E-05	0	0	0	0	0.000133333	0	0	0	0	0	0	0	6.66667E-05	0.000266667	0	0	0.000266667	0	0	6.66667E-05	0	0	0	0	0	0	0.000133333	0	0	0	0.000333333	0.001866667	0	0	0	0.000133333	0	0.0004	0	0.000266667	0	0.000133333	6.66667E-05	6.66667E-05	0	0	0	0.000133333	0	0	0	0	0	0.000133333	0	6.66667E-05	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0.000133333	0.000133333	0	6.66667E-05	0	0	0	0	0.000666667	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	6.66667E-05	0.0002	6.66667E-05	6.66667E-05	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__	0	0	0	6.66667E-05	0	6.66667E-05	0.000333333	0	0	0.000266667	0	0	0	0	0.0004	0	0.000266667	0	0.000133333	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.000533333	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0.0002	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	6.66667E-05	6.66667E-05	0.000133333	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0.0006	0	0.0002	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.0004	0	6.66667E-05	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	6.66667E-05	0	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0.000133333	6.66667E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Caldicellulosiruptoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0.000733333	0	0	0	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0	0.001933333	0.000133333	6.66667E-05	0	0	0	0	0	0	0	0	0.0002	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Carboxydocellaceae	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0.000533333	0	0	0	0	0	0	0.0004	0	0	0	0	0.001266667	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0.000133333	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0	0	0	0.000133333	0	0	0.000133333	0	0	0	0	6.66667E-05	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.000466667	6.66667E-05	0	0.000133333	0	0	0	0.0006	0.0002	0	0.000133333	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0.0002	0	6.66667E-05	0	0	0	6.66667E-05	0.000133333	0	0	0.000133333	0	0	0	0.0002	0	0	0.0002	0	0.0002	0	0	0.000333333	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0.001	0	6.66667E-05	0	0	0	0	0	0.0004	0	0.000266667	0	0	0	6.66667E-05	0	6.66667E-05	0.000133333	0	0	0	0	0	0	0.001933333	0	0	0	0.000266667	0.0016	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0.000333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0.0002	0.0006	0	0	0	0	0	0	0.000133333	0	0	0.000133333	0.000133333	0	0	0	0.000133333	0.000133333	0.0002	0	6.66667E-05	0	0.000466667	0.0002	0	0	6.66667E-05	6.66667E-05	0	0	0	0.0024	6.66667E-05	0.0002	0	0	0	0.000133333	0	0	0.001133333
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__	0	0	0	0	0	0.000133333	0.0002	0	0.000266667	0	0	0	0	0.0002	0.0002	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0.002	0	0	0	0	0	0.001933333	0.000533333	0	6.66667E-05	0	0	0	0.0006	0.000466667	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0.000133333	0	0	6.66667E-05	0	0	0	0.000133333	0.0004	0	0	0.000466667	0	0	0	0	0.000133333	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	6.66667E-05	0	0	0	0.001533333	0	0	0.0006	0	0	0	6.66667E-05	0.001	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0.0002	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.0002	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	0	0	0.0004	0.000666667	0	0.000466667	0.000466667	6.66667E-05	6.66667E-05	0.0002	0	0.000666667	0.0002	0.0008	0.0002	0	0	0.000133333	0.0002	6.66667E-05	0	0.000533333	0.000333333	6.66667E-05	0.0004	0	6.66667E-05	0	0	0	0.000266667	6.66667E-05	0.000866667	0.000133333	0.0002	0.0002	0	0	0	0.0002	0.000266667	6.66667E-05	0.000133333	0	0	0	0.000133333	0.0012	0.001933333	0.001333333	0.000133333	0	0.0002	0	0.000733333	0	6.66667E-05	0.0006	0	0	0.0012	0.000133333	0.000466667	0	0.000333333	6.66667E-05	0.001333333	0.0002	0.001133333	0.000933333	0	0.000133333	0.002333333	0	0.000666667	0.000266667	0.000133333	0.000266667	6.66667E-05	0.000266667	0	6.66667E-05	0	6.66667E-05	6.66667E-05	0	0	0	0.0008	0.000266667	0.000333333	0	0.001533333	6.66667E-05	0	0.000666667	0.000133333	0	0	0.000533333	0.0002	0	0.000333333	6.66667E-05	0.000133333	0	0	0.000666667	0	0	0.000533333	0	0	0	0	0.0008	0.000266667	0	0.0002	0	0.000333333	0	0	0	0	0.000133333	0	6.66667E-05	6.66667E-05	0.000133333	0.000333333	6.66667E-05	0.000466667	0.000266667	0	0.000266667	0.0002	0	0.0002	0	6.66667E-05	6.66667E-05	0	6.66667E-05	0.000666667	0	6.66667E-05	0.001	0	0	0	0	0	0	0.0002	0	0.000266667	0	0	0	0.000133333	0.000133333	0.000266667	0	0	0	0.000133333	0.001	0	0.000133333	0.000266667	0.0016	6.66667E-05	0.0008	0	0.000133333	0.0002	0	6.66667E-05	0.0004	0.0004	6.66667E-05	0.000266667	0	0	0.002733333	0.000666667	0.000333333	0.000933333	0.000666667	0.000266667	0.000266667	6.66667E-05	0	0.001266667	0.000333333	0.000133333	0.000333333	0.0008	0.000933333	0.000733333	6.66667E-05	0.000466667	0.000466667
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0.000133333	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0.000466667	0	0	0
k__Bacteria;p__GAL15;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN02;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0
